Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDG35,OUT017,3421.252527
FDD08,OUT010,762.1609607
NCO07,OUT017,453.1428976
FDJ10,OUT010,1743.576109
FDW36,OUT017,621.4249026
FDW21,OUT010,173.5604031
FDY19,OUT017,2903.528965
DRE03,OUT013,678.3288941
NCC55,OUT049,3108.04274
FDH52,OUT010,2561.67364
FDO09,OUT017,2756.584834
FDU43,OUT045,4042.280609
FDX09,OUT010,1860.951347
FDH40,OUT019,2976.122943
FDW58,OUT017,3782.542753
FDC47,OUT017,2309.297107
NCR41,OUT035,1061.236978
DRG49,OUT035,3063.486987
FDC52,OUT027,2995.047107
FDY13,OUT046,1143.290378
FDY35,OUT013,2370.282768
FDI35,OUT017,4968.770241
NCU18,OUT049,3342.905774
FDY33,OUT018,2311.338316
FDC15,OUT027,3079.080948
FDU01,OUT049,2022.528834
NCU42,OUT046,3160.654783
NCV29,OUT018,3887.918772
NCY30,OUT017,1658.783759
FDQ46,OUT049,2314.119297
FDG58,OUT027,4131.837631
FDK33,OUT017,2755.676973
NCD07,OUT045,3739.97196
NCX29,OUT027,3090.517995
NCT42,OUT013,3815.020731
DRN59,OUT035,2640.966358
FDI44,OUT035,2904.649435
FDA45,OUT049,2501.456579
FDP31,OUT045,2683.189289
FDY01,OUT046,631.4483966
FDT09,OUT018,4382.611953
DRH03,OUT027,815.2047462
FDA36,OUT018,557.5917699
NCF31,OUT017,1239.525757
FDG14,OUT049,144.3066312
FDG28,OUT027,3096.092113
FDU14,OUT049,402.9483624
FDY47,OUT019,3394.555786
FDI56,OUT049,1161.996972
DRD01,OUT013,3137.610717
FDM22,OUT046,1903.919744
FDH33,OUT013,252.9215796
DRZ24,OUT013,2534.276517
NCQ38,OUT046,3497.967254
FDO16,OUT027,1866.972898
FDU07,OUT027,1164.984568
NCB07,OUT013,2492.411463
FDU48,OUT045,3791.361705
NCM43,OUT045,1416.258081
FDR31,OUT010,1467.14544
FDT10,OUT049,905.7796157
FDZ37,OUT018,1751.716441
FDW43,OUT027,5088.193268
DRN36,OUT017,1433.762343
FDJ14,OUT045,1206.358707
FDA32,OUT013,3520.120922
FDJ38,OUT019,501.3018058
FDQ57,OUT017,2339.878811
NCQ41,OUT019,499.7910641
FDG56,OUT049,903.323838
DRC13,OUT027,2973.348383
FDV55,OUT035,2292.394616
FDQ49,OUT045,2519.413711
FDE29,OUT010,174.0704931
FDR03,OUT013,3340.992787
FDD45,OUT049,1405.89192
FDN38,OUT010,641.6682729
FDT56,OUT046,872.1071854
FDT48,OUT045,3235.678574
FDU03,OUT049,2930.905178
FDC56,OUT010,314.4148099
NCO43,OUT027,2384.935722
FDQ27,OUT017,1556.730054
FDR03,OUT046,3344.160076
DRH23,OUT010,157.6725139
FDG22,OUT045,636.0706171
NCJ42,OUT013,1561.060589
FDR24,OUT046,1345.611626
FDW60,OUT035,2843.988562
FDJ08,OUT013,3083.591244
DRL59,OUT018,1054.801963
FDG60,OUT010,576.6474597
FDW27,OUT017,2499.845496
FDX14,OUT018,1517.466088
FDC20,OUT013,859.4474671
NCS29,OUT018,5051.920511
FDJ56,OUT046,1529.748749
FDB20,OUT019,210.3772948
FDL28,OUT027,5075.36382
FDW01,OUT018,3115.729204
FDL03,OUT046,3210.860886
FDX22,OUT049,3383.265273
FDJ21,OUT035,2294.983347
FDR31,OUT045,2354.53355
FDG21,OUT035,2417.90722
FDS22,OUT027,1093.526991
FDK08,OUT035,1511.439592
FDE17,OUT018,3102.9689
NCN30,OUT017,1435.098582
FDT50,OUT046,1480.601164
NCX42,OUT049,2633.847687
FDJ12,OUT035,3365.495334
NCA18,OUT027,2805.369308
FDP23,OUT019,570.6486154
FDX12,OUT013,3876.869121
FDN40,OUT018,3149.207718
FDV48,OUT035,1167.443601
NCY54,OUT013,2777.37666
FDL16,OUT010,144.4497694
FDR45,OUT018,4719.823275
FDJ52,OUT046,2589.458608
DRG01,OUT017,1142.376176
FDP52,OUT013,3730.503604
FDU58,OUT017,3021.200034
FDL02,OUT045,1590.22805
FDG28,OUT013,3901.982558
FDA19,OUT035,2022.47412
FDW46,OUT027,1576.960478
NCD43,OUT049,1575.958867
DRG39,OUT013,798.012875
NCF55,OUT049,634.7472185
FDJ07,OUT046,1833.428468
FDE08,OUT046,2391.245839
FDP56,OUT019,153.9294623
FDT45,OUT045,811.7366189
FDF17,OUT018,3970.00524
FDX44,OUT046,1320.14255
FDM28,OUT027,4208.213486
FDI36,OUT049,3212.844634
FDS07,OUT045,1777.529229
FDD36,OUT045,1819.061751
FDW11,OUT046,912.6424878
FDN40,OUT049,2474.927966
NCQ18,OUT049,1470.65355
NCQ54,OUT017,2684.325892
NCS42,OUT045,1382.692286
DRH39,OUT010,195.6663301
FDC09,OUT027,2436.068394
FDT08,OUT010,392.1958312
FDC08,OUT035,3643.090321
FDT20,OUT017,644.3908099
FDS35,OUT035,968.9173892
FDX58,OUT018,3736.483411
FDW58,OUT046,1594.990033
DRD27,OUT046,1486.545327
FDH32,OUT019,254.4946021
FDS26,OUT035,4168.659631
FDQ31,OUT046,1314.220395
FDP11,OUT018,4405.048733
FDD58,OUT017,1515.278043
FDZ40,OUT019,3536.380218
FDS46,OUT027,3179.877213
DRD24,OUT045,665.8464988
FDV45,OUT017,170.0880354
FDL26,OUT045,3553.894054
FDA56,OUT018,2239.151134
FDN27,OUT046,2792.657406
FDM20,OUT049,5236.320174
FDO16,OUT017,4093.229505
FDL03,OUT035,3216.900276
FDE58,OUT046,2391.302961
FDI02,OUT027,2883.949707
NCC55,OUT019,445.0389198
FDR03,OUT018,4084.074811
FDB14,OUT017,2066.614719
FDR45,OUT013,3881.947057
NCN07,OUT017,489.6574784
FDM51,OUT019,468.0586818
FDT52,OUT027,2840.016442
FDL26,OUT046,1725.285246
NCZ42,OUT046,159.6536478
DRI47,OUT019,1732.127148
FDW40,OUT013,1929.272939
FDN34,OUT046,2341.750978
FDS01,OUT035,3312.988387
NCG55,OUT045,3443.66614
FDC11,OUT035,1604.590403
FDX35,OUT018,2912.670416
NCB06,OUT046,3991.654924
FDR09,OUT019,1102.915225
FDC53,OUT017,1903.0467
FDY45,OUT013,3628.796573
FDA22,OUT010,251.418814
FDE02,OUT035,3580.26299
FDW21,OUT045,1115.089993
FDV34,OUT046,4307.451604
FDS59,OUT049,2411.077412
NCW17,OUT017,2276.032136
NCK54,OUT046,3033.147745
FDG17,OUT019,1375.735189
FDG35,OUT017,670.0888866
FDD08,OUT010,1478.140131
NCO07,OUT017,1475.991268
FDJ10,OUT010,2182.692941
FDW36,OUT017,1631.769145
FDW21,OUT010,862.8044056
FDY19,OUT017,626.6159654
DRE03,OUT013,4895.619585
NCC55,OUT049,2953.021866
FDH52,OUT010,521.8948137
FDO09,OUT017,622.711952
FDU43,OUT045,1124.218035
FDX09,OUT010,2264.971037
FDH40,OUT019,3597.158863
FDW58,OUT017,809.6150788
FDC47,OUT017,1802.022582
NCR41,OUT035,316.1033862
DRG49,OUT035,1835.768232
FDC52,OUT027,2580.559908
FDY13,OUT046,667.5387629
FDY35,OUT013,278.2036148
FDI35,OUT017,3916.394341
NCU18,OUT049,1913.837505
FDY33,OUT018,1844.528706
FDC15,OUT027,2977.769435
FDU01,OUT049,3189.480296
NCU42,OUT046,806.0129971
NCV29,OUT018,727.5637285
NCY30,OUT017,2685.762013
FDQ46,OUT049,1718.448347
FDG58,OUT027,435.3804122
FDK33,OUT017,232.282845
NCD07,OUT045,2072.662711
NCX29,OUT027,239.7727796
NCT42,OUT013,327.1111536
DRN59,OUT035,239.072228
FDI44,OUT035,697.3035203
FDA45,OUT049,1157.566841
FDP31,OUT045,3422.052989
FDY01,OUT046,2462.919391
FDT09,OUT018,2349.561082
DRH03,OUT027,1324.579064
FDA36,OUT018,4148.29267
NCF31,OUT017,999.1390737
FDG14,OUT049,1750.864461
FDG28,OUT027,933.9790435
FDU14,OUT049,3483.318595
FDY47,OUT019,2698.413557
FDI56,OUT049,676.4813866
DRD01,OUT013,3634.773168
FDM22,OUT046,474.3630644
FDH33,OUT013,2661.884728
DRZ24,OUT013,2443.458782
NCQ38,OUT046,2792.194006
FDO16,OUT027,2080.709327
FDU07,OUT027,4190.960215
NCB07,OUT013,2505.733948
FDU48,OUT045,3519.207088
NCM43,OUT045,628.6728377
FDR31,OUT010,2060.229686
FDZ40,OUT019,1697.828095
FDS46,OUT027,3023.667698
DRD24,OUT045,635.4224681
FDV45,OUT017,773.3451291
FDL26,OUT045,2776.225382
FDA56,OUT018,3141.448175
FDN27,OUT046,2884.27401
FDM20,OUT049,2312.070822
FDO16,OUT017,3075.70983
FDL03,OUT035,3392.952108
FDE58,OUT046,2759.059623
FDI02,OUT027,438.5739075
NCC55,OUT019,4091.958412
FDR03,OUT018,304.1929646
FDB14,OUT017,682.678019
FDR45,OUT013,2245.614594
NCN07,OUT017,3000.96692
FDM51,OUT019,705.3618663
FDT52,OUT027,1645.562998
FDL26,OUT046,4130.593925
NCZ42,OUT046,151.2001784
DRI47,OUT019,2507.30343
FDW40,OUT013,1847.595843
FDN34,OUT046,3002.104942
FDS01,OUT035,1946.727113
NCG55,OUT045,687.5064438
FDC11,OUT035,2536.133744
FDX35,OUT018,2830.630778
NCB06,OUT046,810.2948583
FDR09,OUT019,4282.363308
FDC53,OUT017,3526.738888
FDY45,OUT013,2162.498726
FDA22,OUT010,1806.216596
FDE02,OUT035,4009.372491
FDW21,OUT045,1596.995831
FDV34,OUT046,3126.192827
FDS59,OUT049,1797.436172
NCW17,OUT017,3116.942652
NCK54,OUT046,850.8975706
FDG17,OUT019,1218.044962
FDG35,OUT017,2964.686507
FDD08,OUT010,2340.949276
NCO07,OUT017,2368.647765
FDJ10,OUT010,1681.415718
FDW36,OUT017,3561.670825
FDW21,OUT010,1909.520907
FDY19,OUT017,606.8903015
DRE03,OUT013,3796.259122
NCC55,OUT049,3093.491878
FDH52,OUT010,2541.466977
FDO09,OUT017,2476.135978
FDU43,OUT045,2476.535081
FDX09,OUT010,1715.171991
FDH40,OUT019,731.1369751
FDW58,OUT017,2719.849014
FDC47,OUT017,3960.723783
NCR41,OUT035,686.9004081
DRG49,OUT035,942.0525518
FDC52,OUT027,581.8505704
FDY13,OUT046,3176.608593
FDY35,OUT013,927.525522
FDI35,OUT017,3432.185594
NCU18,OUT049,2850.398607
FDY33,OUT018,5106.084295
FDC15,OUT027,917.8551651
FDU01,OUT049,1769.230842
NCU42,OUT046,800.4958425
NCV29,OUT018,674.7715828
NCY30,OUT017,892.0891676
FDQ46,OUT049,1688.229739
FDG58,OUT027,3190.782689
FDK33,OUT017,2241.765988
NCD07,OUT045,4547.88117
NCX29,OUT027,400.3125828
NCT42,OUT013,1890.651813
DRN59,OUT035,2669.782671
FDI44,OUT035,499.3667219
FDA45,OUT049,1220.456838
FDP31,OUT045,4095.220937
FDY01,OUT046,3012.68896
FDT09,OUT018,1479.056547
DRH03,OUT027,1626.483067
FDA36,OUT018,3808.656845
NCF31,OUT017,286.8214601
FDG14,OUT049,401.4979836
FDG28,OUT027,1571.584556
FDU14,OUT049,1725.763107
FDY47,OUT019,3574.32946
FDI56,OUT049,634.2611565
DRD01,OUT013,3855.451427
FDM22,OUT046,1243.292832
FDH33,OUT013,3400.999826
DRZ24,OUT013,3999.64272
NCQ38,OUT046,1702.53796
FDO16,OUT027,3109.68175
FDU07,OUT027,789.0419759
NCB07,OUT013,1324.638301
FDU48,OUT045,1784.39159
NCM43,OUT045,2431.122796
FDR31,OUT010,3106.171102
FDZ40,OUT019,2905.856436
FDS46,OUT027,2494.587308
DRD24,OUT045,2260.69806
FDV45,OUT017,1337.188124
FDL26,OUT045,3012.24416
FDA56,OUT018,3440.573478
FDN27,OUT046,2459.533225
FDM20,OUT049,1008.897528
FDO16,OUT017,2722.68813
FDL03,OUT035,3125.346739
FDE58,OUT046,3054.003474
FDI02,OUT027,1501.32391
NCC55,OUT019,1993.861246
FDR03,OUT018,1084.373945
FDB14,OUT017,3498.585069
FDR45,OUT013,803.8867412
NCN07,OUT017,208.4202741
FDM51,OUT019,2439.905673
FDT52,OUT027,867.8520787
FDL26,OUT046,1083.219615
NCZ42,OUT046,2617.68194
DRI47,OUT019,3908.35078
FDW40,OUT013,2471.735674
FDN34,OUT046,4245.809083
FDS01,OUT035,4480.794308
NCG55,OUT045,2692.94371
FDC11,OUT035,980.7114229
FDX35,OUT018,2973.482063
NCB06,OUT046,1885.717227
FDR09,OUT019,4730.845904
FDC53,OUT017,2487.78976
FDY45,OUT013,1475.290044
FDA22,OUT010,314.958941
FDE02,OUT035,1689.814832
FDW21,OUT045,3220.428271
FDV34,OUT046,1468.262934
FDS59,OUT049,396.1465934
NCW17,OUT017,2759.448649
NCK54,OUT046,4113.035392
FDG17,OUT019,1002.953691
FDG35,OUT017,806.8840207
FDD08,OUT010,3922.530868
NCO07,OUT017,4002.069735
FDJ10,OUT010,2700.309691
FDW36,OUT017,2524.185773
FDW21,OUT010,2473.000607
FDY19,OUT017,2342.152066
DRE03,OUT013,438.9434152
NCC55,OUT049,3060.908316
FDH52,OUT010,3951.916405
FDO09,OUT017,4069.46294
FDU43,OUT045,2254.56324
FDX09,OUT010,1786.334839
FDH40,OUT019,1414.939245
FDW58,OUT017,2765.938343
FDC47,OUT017,2498.484723
NCR41,OUT035,924.5868314
DRG49,OUT035,4278.504932
FDC52,OUT027,3146.858296
FDY13,OUT046,1730.550466
FDY35,OUT013,628.8656636
FDI35,OUT017,2944.78471
NCU18,OUT049,871.4978204
FDY33,OUT018,448.656058
FDC15,OUT027,229.4309971
FDU01,OUT049,1204.066746
NCU42,OUT046,2914.050723
NCV29,OUT018,1593.252864
NCY30,OUT017,127.9116992
FDQ46,OUT049,942.7015242
FDG58,OUT027,5246.41676
FDK33,OUT017,2403.105822
NCD07,OUT045,1693.265991
NCX29,OUT027,3414.042874
NCT42,OUT013,2996.716377
DRN59,OUT035,2386.344355
FDI44,OUT035,1108.444675
FDA45,OUT049,2842.221136
FDP31,OUT045,4448.505182
FDY01,OUT046,713.9377134
FDT09,OUT018,128.5640148
DRH03,OUT027,661.3877215
FDA36,OUT018,3051.108845
NCF31,OUT017,3392.219177
FDG14,OUT049,4126.918066
FDG28,OUT027,2522.33697
FDU14,OUT049,5524.705017
FDY47,OUT019,471.139217
FDI56,OUT049,5265.772234
DRD01,OUT013,3789.038338
FDM22,OUT046,1599.03389
FDH33,OUT013,781.2511556
DRZ24,OUT013,4674.65971
NCQ38,OUT046,3953.272158
FDO16,OUT027,780.6500832
FDU07,OUT027,1573.36058
NCB07,OUT013,1964.61383
FDU48,OUT045,1472.021322
NCM43,OUT045,3079.730772
FDR31,OUT010,3869.434617
FDZ40,OUT019,1987.533654
FDS46,OUT027,4133.858227
DRD24,OUT045,4501.475505
FDV45,OUT017,1866.252136
FDL26,OUT045,622.4759299
FDA56,OUT018,4380.695263
FDN27,OUT046,1673.778316
FDM20,OUT049,2206.966397
FDO16,OUT017,2024.303684
FDL03,OUT035,5139.66859
FDE58,OUT046,1751.921063
FDI02,OUT027,1668.145292
NCC55,OUT019,680.9247623
FDR03,OUT018,139.829904
FDB14,OUT017,884.4825534
FDR45,OUT013,3378.69786
NCN07,OUT017,1818.480279
FDM51,OUT019,2344.108273
FDT52,OUT027,3991.239613
FDL26,OUT046,2976.881921
NCZ42,OUT046,3176.193331
DRI47,OUT019,785.3476741
FDW40,OUT013,4767.850363
FDN34,OUT046,799.6966383
FDS01,OUT035,3764.817587
NCG55,OUT045,1614.818466
FDC11,OUT035,2315.197623
FDX35,OUT018,2404.020931
NCB06,OUT046,1389.078977
FDR09,OUT019,1440.865414
FDC53,OUT017,1317.314919
FDY45,OUT013,226.1311723
FDA22,OUT010,3821.888864
FDE02,OUT035,3850.028857
FDW21,OUT045,813.1362888
FDV34,OUT046,3933.789776
FDS59,OUT049,1062.215235
NCW17,OUT017,3459.168495
NCK54,OUT046,492.8079612
FDG17,OUT019,3983.161736
FDG35,OUT017,3979.033441
FDD08,OUT010,395.4211689
NCO07,OUT017,3116.201562
FDJ10,OUT010,1007.564676
FDW36,OUT017,956.1305248
FDW21,OUT010,1542.934794
FDY19,OUT017,1215.097901
DRE03,OUT013,2775.706044
NCC55,OUT049,2356.797167
FDH52,OUT010,4067.360662
FDO09,OUT017,4325.610227
FDU43,OUT045,406.71431
FDX09,OUT010,2840.508838
FDH40,OUT019,2825.407449
FDW58,OUT017,2495.558978
FDC47,OUT017,625.5855453
NCR41,OUT035,2705.93647
DRG49,OUT035,155.1020457
FDC52,OUT027,2757.186332
FDY13,OUT046,1504.234091
FDY35,OUT013,4092.227146
FDI35,OUT017,918.2041149
NCU18,OUT049,680.3057296
FDY33,OUT018,3916.803846
FDC15,OUT027,2890.778201
FDU01,OUT049,3025.020631
NCU42,OUT046,3707.584014
NCV29,OUT018,1473.940332
NCY30,OUT017,5014.477367
FDQ46,OUT049,740.0794199
FDG58,OUT027,656.4786124
FDK33,OUT017,2045.923072
NCD07,OUT045,3180.115227
NCX29,OUT027,3828.0495
NCT42,OUT013,4517.663751
DRN59,OUT035,624.4173904
FDI44,OUT035,1997.836512
FDA45,OUT049,594.1744215
FDP31,OUT045,1268.737594
FDY01,OUT046,3166.606186
FDT09,OUT018,1851.984593
DRH03,OUT027,4148.550493
FDA36,OUT018,2030.978797
NCF31,OUT017,1355.35704
FDG14,OUT049,614.7803301
FDG28,OUT027,2281.208153
FDU14,OUT049,981.0891098
FDY47,OUT019,4166.880297
FDI56,OUT049,3409.22037
DRD01,OUT013,1993.483307
FDM22,OUT046,2800.788304
FDH33,OUT013,467.0331621
DRZ24,OUT013,3691.218119
NCQ38,OUT046,1987.835201
FDO16,OUT027,937.8687762
FDU07,OUT027,964.3739409
NCB07,OUT013,377.2470718
FDU48,OUT045,2908.437281
NCM43,OUT045,3209.854574
FDR31,OUT010,806.3492873
FDZ40,OUT019,2328.311779
FDS46,OUT027,3033.147745
DRD24,OUT045,321.890988
FDV45,OUT017,554.7590121
FDL26,OUT045,2239.282966
FDA56,OUT018,2062.8835
FDN27,OUT046,3795.653946
FDM20,OUT049,621.0261155
FDO16,OUT017,1684.445718
FDL03,OUT035,1396.202384
FDE58,OUT046,713.9236657
FDI02,OUT027,759.5554317
NCC55,OUT019,1489.81019
FDR03,OUT018,2810.682052
FDB14,OUT017,4803.189262
FDR45,OUT013,2409.249356
NCN07,OUT017,2563.702336
FDM51,OUT019,3451.29011
FDT52,OUT027,3077.576804
FDL26,OUT046,3081.132367
NCZ42,OUT046,3602.179075
DRI47,OUT019,3372.01928
FDW40,OUT013,1164.321962
FDN34,OUT046,2423.472474
FDS01,OUT035,2852.022929
NCG55,OUT045,3006.50856
FDC11,OUT035,4133.604272
FDX35,OUT018,2030.551515
NCB06,OUT046,2826.803935
FDR09,OUT019,1338.744274
FDC53,OUT017,3728.112434
FDY45,OUT013,1599.705733
FDA22,OUT010,916.4553554
FDE02,OUT035,1976.165866
FDW21,OUT045,4546.82024
FDV34,OUT046,2428.562967
FDS59,OUT049,1866.852896
NCW17,OUT017,914.7585641
NCK54,OUT046,3209.301595
FDG17,OUT019,3433.300406
FDG35,OUT017,901.2550769
FDD08,OUT010,623.0339177
NCO07,OUT017,1425.811411
FDJ10,OUT010,762.5459887
FDW36,OUT017,3746.48518
FDW21,OUT010,3413.879177
FDY19,OUT017,448.2118684
DRE03,OUT013,3157.732916
NCC55,OUT049,3373.927286
FDH52,OUT010,1128.865892
FDO09,OUT017,893.7484318
FDU43,OUT045,2443.236439
FDX09,OUT010,624.2686196
FDH40,OUT019,1673.845907
FDW58,OUT017,3090.167913
FDC47,OUT017,3034.360644
NCR41,OUT035,3014.67534
DRG49,OUT035,146.6880451
FDC52,OUT027,1622.214425
FDY13,OUT046,1875.822541
FDY35,OUT013,4049.01865
FDI35,OUT017,3091.410199
NCU18,OUT049,4110.677446
FDY33,OUT018,949.4018981
FDC15,OUT027,3969.177603
FDU01,OUT049,415.7971093
NCU42,OUT046,463.1769167
NCV29,OUT018,3994.171171
NCY30,OUT017,3720.746864
FDQ46,OUT049,2127.375485
FDG58,OUT027,2847.834433
FDK33,OUT017,3173.104808
NCD07,OUT045,736.1878262
NCX29,OUT027,3077.356999
NCT42,OUT013,2900.674838
DRN59,OUT035,2242.00536
FDI44,OUT035,867.3750772
FDA45,OUT049,1225.524886
FDP31,OUT045,2302.242738
FDY01,OUT046,1938.195826
FDT09,OUT018,1457.01711
DRH03,OUT027,507.1724194
FDA36,OUT018,831.2560347
NCF31,OUT017,2048.320194
FDG14,OUT049,3679.186893
FDG28,OUT027,1896.336155
FDU14,OUT049,3040.468771
FDY47,OUT019,247.3709925
FDI56,OUT049,2317.034449
DRD01,OUT013,1118.476905
FDM22,OUT046,1026.686065
FDH33,OUT013,696.7883401
DRZ24,OUT013,919.1460231
NCQ38,OUT046,3797.766113
FDO16,OUT027,313.9145478
FDU07,OUT027,656.0775567
NCB07,OUT013,634.7231061
FDU48,OUT045,785.4265291
NCM43,OUT045,1546.715628
FDR31,OUT010,1363.126538
FDZ40,OUT019,4134.285167
FDS46,OUT027,3658.646727
DRD24,OUT045,2639.056963
FDV45,OUT017,1541.815305
FDL26,OUT045,2048.320194
FDA56,OUT018,516.0426907
FDN27,OUT046,3406.983479
FDM20,OUT049,3160.549233
FDO16,OUT017,4398.366288
FDL03,OUT035,334.4389558
FDE58,OUT046,708.4266045
FDI02,OUT027,1369.862006
NCC55,OUT019,669.0880599
FDR03,OUT018,469.3113875
FDB14,OUT017,1966.388786
FDR45,OUT013,3559.108425
NCN07,OUT017,3434.654076
FDM51,OUT019,2496.814935
FDT52,OUT027,2389.247333
FDL26,OUT046,2117.033782
NCZ42,OUT046,1870.76207
DRI47,OUT019,457.8850659
FDW40,OUT013,2019.183772
FDN34,OUT046,1986.366914
FDS01,OUT035,4457.960585
NCG55,OUT045,2498.471007
FDC11,OUT035,2604.226606
FDX35,OUT018,3485.713044
NCB06,OUT046,3560.346896
FDR09,OUT019,3069.154249
FDC53,OUT017,4473.516278
FDY45,OUT013,905.8600844
FDA22,OUT010,716.678387
FDE02,OUT035,3695.867621
FDW21,OUT045,206.5461022
FDV34,OUT046,2500.61849
FDS59,OUT049,3918.015034
NCW17,OUT017,2644.745145
NCK54,OUT046,2580.594637
FDG17,OUT019,1874.012987
FDG35,OUT017,2566.706261
FDD08,OUT010,3749.686754
NCO07,OUT017,681.7690193
FDJ10,OUT010,4009.805286
FDW36,OUT017,3111.804639
FDW21,OUT010,2333.455494
FDY19,OUT017,2727.44227
DRE03,OUT013,1809.21424
NCC55,OUT049,3915.044423
FDH52,OUT010,2592.090075
FDO09,OUT017,2600.682705
FDU43,OUT045,3194.194584
FDX09,OUT010,4838.370877
FDH40,OUT019,1194.907616
FDW58,OUT017,1394.001305
FDC47,OUT017,1553.301761
NCR41,OUT035,126.3502926
DRG49,OUT035,1800.93503
FDC52,OUT027,4738.5686
FDY13,OUT046,1943.106257
FDY35,OUT013,3992.805233
FDI35,OUT017,1112.850779
NCU18,OUT049,1517.561172
FDY33,OUT018,2725.503318
FDC15,OUT027,3961.154081
FDU01,OUT049,3038.80759
NCU42,OUT046,1297.194566
NCV29,OUT018,920.6321408
NCY30,OUT017,2534.353985
FDQ46,OUT049,1670.374652
FDG58,OUT027,852.5198416
FDK33,OUT017,706.193236
NCD07,OUT045,2893.193973
NCX29,OUT027,413.6615651
NCT42,OUT013,1856.110805
DRN59,OUT035,2700.089549
FDI44,OUT035,1141.235613
FDA45,OUT049,675.1144024
FDP31,OUT045,1042.021751
FDY01,OUT046,4115.252318
FDT09,OUT018,257.8912939
DRH03,OUT027,3012.40653
FDA36,OUT018,2054.879998
NCF31,OUT017,1705.842565
FDG14,OUT049,2151.18335
FDG28,OUT027,3105.23886
FDU14,OUT049,628.8656636
FDY47,OUT019,1890.829327
FDI56,OUT049,2224.106533
DRD01,OUT013,303.2321493
FDM22,OUT046,2809.47995
FDH33,OUT013,632.3036942
DRZ24,OUT013,3478.797286
NCQ38,OUT046,1276.652018
FDO16,OUT027,4217.179675
FDU07,OUT027,1988.17509
NCB07,OUT013,3087.09171
FDU48,OUT045,1871.808607
NCM43,OUT045,3921.522606
FDR31,OUT010,2293.151429
FDZ40,OUT019,366.0577139
FDS46,OUT027,1572.183221
DRD24,OUT045,1373.610356
FDV45,OUT017,1641.688901
FDL26,OUT045,664.665876
FDA56,OUT018,249.737163
FDN27,OUT046,172.8615661
FDM20,OUT049,3213.620511
FDO16,OUT017,1762.262854
FDL03,OUT035,1965.473087
FDE58,OUT046,2001.13401
FDI02,OUT027,2930.319165
NCC55,OUT019,1254.751779
FDR03,OUT018,2321.132509
FDB14,OUT017,3444.009279
FDR45,OUT013,1711.137812
NCN07,OUT017,430.8280341
FDM51,OUT019,377.8692464
FDT52,OUT027,1411.243707
FDL26,OUT046,2001.850356
NCZ42,OUT046,1500.88699
DRI47,OUT019,4511.440081
FDW40,OUT013,3190.903511
FDN34,OUT046,126.1726236
FDS01,OUT035,2112.309684
NCG55,OUT045,3539.690944
FDC11,OUT035,2263.742437
FDX35,OUT018,3875.449706
NCB06,OUT046,1053.210404
FDR09,OUT019,2508.863756
FDC53,OUT017,4682.424896
FDY45,OUT013,3131.013716
FDA22,OUT010,2579.936075
FDE02,OUT035,1150.846012
FDW21,OUT045,3843.616074
FDV34,OUT046,605.7224939
FDS59,OUT049,1841.048606
NCW17,OUT017,1406.576744
NCK54,OUT046,879.5865871
FDG17,OUT019,3770.559099
FDG35,OUT017,3714.445849
FDD08,OUT010,1317.572578
NCO07,OUT017,895.4853929
FDJ10,OUT010,3509.964056
FDW36,OUT017,4540.191179
FDW21,OUT010,1604.886242
FDY19,OUT017,968.4267462
DRE03,OUT013,2819.143037
NCC55,OUT049,4389.709299
FDH52,OUT010,3250.412097
FDO09,OUT017,3045.549586
FDU43,OUT045,2763.875016
FDX09,OUT010,3594.097484
FDH40,OUT019,3160.017958
FDW58,OUT017,3027.976932
FDC47,OUT017,648.6542333
NCR41,OUT035,3874.221901
DRG49,OUT035,3586.693279
FDC52,OUT027,1671.504457
FDY13,OUT046,2227.152524
FDY35,OUT013,3021.985002
FDI35,OUT017,1990.262553
NCU18,OUT049,203.919352
FDY33,OUT018,4545.323048
FDC15,OUT027,1441.951498
FDU01,OUT049,3803.981378
NCU42,OUT046,2060.355204
NCV29,OUT018,806.5703659
NCY30,OUT017,3973.079225
FDQ46,OUT049,500.8676053
FDG58,OUT027,1341.668922
FDK33,OUT017,2031.933637
NCD07,OUT045,1985.350645
NCX29,OUT027,2382.320968
NCT42,OUT013,1825.459004
DRN59,OUT035,3209.03806
FDI44,OUT035,1118.289217
FDA45,OUT049,3207.420046
FDP31,OUT045,3061.63054
FDY01,OUT046,3703.644902
FDT09,OUT018,2234.473572
DRH03,OUT027,1507.554919
FDA36,OUT018,2743.417282
NCF31,OUT017,788.0503189
FDG14,OUT049,1369.752937
FDG28,OUT027,434.0203265
FDU14,OUT049,2030.263325
FDY47,OUT019,5463.62147
FDI56,OUT049,3959.775274
DRD01,OUT013,4090.567922
FDM22,OUT046,4066.068696
FDH33,OUT013,2649.55207
DRZ24,OUT013,1324.150907
NCQ38,OUT046,1106.977964
FDO16,OUT027,1223.802142
FDU07,OUT027,3084.566318
NCB07,OUT013,1726.975007
FDU48,OUT045,4313.822957
NCM43,OUT045,368.5075808
FDR31,OUT010,1301.398657
FDZ40,OUT019,1866.168389
FDS46,OUT027,239.6802999
DRD24,OUT045,1880.512441
FDV45,OUT017,1671.036059
FDL26,OUT045,2473.977282
FDA56,OUT018,2077.113866
FDN27,OUT046,398.3832228
FDM20,OUT049,1912.253536
FDO16,OUT017,2674.550149
FDL03,OUT035,1676.359315
